Library, Design Unit, compile Time, Peak Mem Usage
work, Entity: OSCH Architecture: syn_black_box, 0h:00m:00s,     78 MB
work, Entity: osc00 Architecture: osc0, 0h:00m:00s,     78 MB
work, Entity: div00 Architecture: div0, 0h:00m:00s,     78 MB
work, Entity: topdiv00 Architecture: topdiv0, 0h:00m:00s,     78 MB
work, Entity: shiftRL00 Architecture: shiftrl0, 0h:00m:00s,     78 MB
work, Entity: topshiftRL00 Architecture: topshiftrl0, 0h:00m:00s,     78 MB
